,id,university,major,degree,season,decision,decision_method,decision_date,decision_timestamp,gpa,gre_verbal,gre_quant,gre_writing,new_gre,gre_subject,status,post_data,post_timestamp,comments,uni_faculty,uni_pub
264,264,North Caroline State University (NCSU),ECE,MS,F15,Rejected,Website,5-Jun-15,1430884800,3.1,156,161,3,True,,International,7/5/15,1430971200,App submitted on 19-Nov-14,30,2.3
266,266,North Caroline State University (NCSU),ECE,MS,F15,Rejected,Website,5-Jul-15,1430971200,,,,,,,International,7/5/15,1430971200,I dont know where I went wrong,30,2.3
267,267,New York University (NYU),CS,MS,F15,Accepted,E-mail,5-Jun-15,1430884800,,,,,,,,7/5/15,1430971200,,46,4.3
268,268,Michigan State University (MSU),CS,PhD,F15,Rejected,Website,5-Jul-15,1430971200,3.73,152,168,3,True,,Other,7/5/15,1430971200,"Applied early. I think, managing professor could be worth here",19,1.9
269,269,Michigan State University (MSU),CS,PhD,F15,Rejected,Website,5-Jul-15,1430971200,,,,,,,International,7/5/15,1430971200,,19,1.9
270,270,"University Of Minnesota, Twin Cities (UMN)",CS,MS,F15,Rejected,Website,5-Jun-15,1430884800,,150,165,4,True,,International,6/5/15,1430884800,Competitive application pool yada yada yada,37,3.1
273,273,"University Of Minnesota, Twin Cities (UMN)",CS,MS,F15,Rejected,Website,5-Jun-15,1430884800,3.5,140,160,3,True,,International,6/5/15,1430884800,Sad :( Ambitious for my profile I guess,37,3.1
275,275,"University Of Minnesota, Twin Cities (UMN)",CS,MS,F15,Rejected,Website,5-Jun-15,1430884800,,,,,,,International with US Degree,6/5/15,1430884800,Going to UMD or UVA.,37,3.1
276,276,"University Of Minnesota, Twin Cities (UMN)",CS,MS,F15,Rejected,Website,5-Jun-15,1430884800,,163,170,3.5,True,,Other,6/5/15,1430884800,Going to UCSD. Have admits from Gatech and UCI as well,37,3.1
280,280,"University Of Minnesota, Twin Cities (UMN)",CS,MS,F15,Rejected,Website,5-Jun-15,1430884800,3.6,159,164,3.5,True,,International,6/5/15,1430884800,,37,3.1
283,283,"University Of Minnesota, Twin Cities (UMN)",CS,MS,F15,Rejected,Website,5-Jun-15,1430884800,,151,159,,True,,International,6/5/15,1430884800,Had applied to MCS. I don't think these assholes have carefully reviewed my application.,37,3.1
287,287,"University Of Minnesota, Twin Cities (UMN)",CS,MS,F15,Rejected,Website,5-Jun-15,1430884800,3.74,154,167,3.5,True,,International,6/5/15,1430884800,And that ends the season for me. Good luck to everyone.,37,3.1
288,288,"University Of Minnesota, Twin Cities (UMN)",CS,MS,F15,Rejected,E-mail,5-May-15,1430798400,4,162,163,4,True,,International,5/5/15,1430798400,Good luck to the guys with the admits :),37,3.1
290,290,"University Of California, Davis (UCD)",CS,MS,F15,Rejected,E-mail,30-04-2015,1430366400,,,,,,,International,5/5/15,1430798400,,28,2.9
291,291,University Of Southern California (USC),CS,MS,F15,Rejected,Website,5-May-15,1430798400,3.6,161,168,3.5,True,,American,5/5/15,1430798400,"accident below, actually rejected from intelligent robotics",50,5.7
292,292,University Of Southern California (USC),CS,MS,F15,Accepted,Website,5-May-15,1430798400,3.6,161,168,3.5,True,,American,5/5/15,1430798400,intelligent robotics,50,5.7
293,293,University Of Southern California (USC),CS,MS,F15,Accepted,Website,4-Dec-15,1428811200,3.6,161,168,3.5,True,,American,5/5/15,1430798400,scientists & engineers,50,5.7
295,295,"University Of Minnesota, Twin Cities (UMN)",CS,MS,F15,Accepted,E-mail,5-May-15,1430798400,,,,,,,Other,5/5/15,1430798400,,37,3.1
296,296,"University Of Minnesota, Twin Cities (UMN)",CS,MS,F15,Accepted,E-mail,5-May-15,1430798400,,,,,,,Other,5/5/15,1430798400,"310 (V 149, Q 161, AWA 3.5), TOEFL 104, GPA 9.7, oh yes I did it :')",37,3.1
297,297,"University Of Minnesota, Twin Cities (UMN)",CS,MS,F15,Accepted,E-mail,5-May-15,1430798400,,,,,,,Other,5/5/15,1430798400,"got mail at 8 o clock to check portal, decision made -> ADMIT :D",37,3.1
298,298,"University Of Minnesota, Twin Cities (UMN)",CS,MS,F15,Accepted,E-mail,5-May-15,1430798400,,,,,,,Other,5/5/15,1430798400,"GRE 316 TOEFL 106 GPA 8.43 Anna University, got Email around 8 PM to check the portal, accepted",37,3.1
299,299,"University Of Minnesota, Twin Cities (UMN)",CS,MS,F15,Accepted,E-mail,5-May-15,1430798400,,,,,,,Other,5/5/15,1430798400,"Finally, UMTC admit, final destiantion. Avg gre score of 315 but gpa 9.89",37,3.1
300,300,"University Of Minnesota, Twin Cities (UMN)",CS,MS,F15,Accepted,E-mail,5-May-15,1430798400,,,,,,,Other,5/5/15,1430798400,DREAM ADMITTTTTTT,37,3.1
301,301,"University Of Minnesota, Twin Cities (UMN)",CS,MS,F15,Accepted,E-mail,5-May-15,1430798400,,,,,,,Other,5/5/15,1430798400,"319 (Q 160, V 159, AWA 4), 102, 8.73 from IIT-M, a long wait ends",37,3.1
302,302,"University Of Minnesota, Twin Cities (UMN)",CS,MS,F15,Accepted,E-mail,5-May-15,1430798400,,156,153,3,True,,Other,5/5/15,1430798400,"never expected UMTC admit in CS with 153 in quantz, very ambi for my profile but nailed it :DDDDDDDDDDD",37,3.1
303,303,"University Of Minnesota, Twin Cities (UMN)",CS,MS,F15,Accepted,E-mail,5-May-15,1430798400,,168,164,5,True,,Other,5/5/15,1430798400,"Q 164, V 168, AWA 5, TOEFL 119, GPA 9.83, SAFE University, going to Gatech",37,3.1
304,304,Boston University (BU),CS,PhD,F15,Rejected,E-mail,5-May-15,1430798400,,,,,,,International,5/5/15,1430798400,Sent the decision after over 5 months. The pdf was password protected am I had to dig out the password from online application which by the way is not directly accessible from departments website. This university is now officially my most hated university. Glad I was accepted at a better place and had already accepted their offer 1 month back.,22,2.5
305,305,"University Of Minnesota, Twin Cities (UMN)",CS,MS,F15,Accepted,E-mail,5-May-15,1430798400,,158,160,4.5,True,,Other,5/5/15,1430798400,"160/158/4.5, 111, 8.9",37,3.1
306,306,"University Of Minnesota, Twin Cities (UMN)",CS,MS,F15,Accepted,E-mail,5-May-15,1430798400,,,,,,,Other,5/5/15,1430798400,with gre 308 and gpa of 7.03 i never saw this coming. hurraaayyy!,37,3.1
308,308,University Of Southern California (USC),CS,MS,F15,Rejected,Website,5-May-15,1430798400,3.5,158,168,4,True,,International,5/5/15,1430798400,"I have a good admit elsewhere, so I'm fine",50,5.7
310,310,University Of Southern California (USC),CS,MS,F15,Rejected,E-mail,5-May-15,1430798400,3.4,150,163,2.5,True,,International,5/5/15,1430798400,Finally 10 Rejects :)) Will play agin next year now. :)),50,5.7
313,313,University Of Southern California (USC),CS,PhD,F15,Rejected,E-mail,5-May-15,1430798400,,,,,,,International,5/5/15,1430798400,,50,5.7
314,314,Nothwestern University,CS,MS,F15,Accepted,E-mail,29-04-2015,1430280000,,161,136,2.5,True,,International,5/5/15,1430798400,IELTS = 5.5,37,3.4
316,316,"University Of Minnesota, Twin Cities (UMN)",CS,MS,F15,Accepted,E-mail,5-May-15,1430798400,,,,,,,Other,5/5/15,1430798400,"Finally, so so happy!",37,3.1
317,317,"University Of Minnesota, Twin Cities (UMN)",CS,MS,F15,Accepted,E-mail,5-May-15,1430798400,,,,,,,Other,5/5/15,1430798400,,37,3.1
324,324,University Of Pennsylvania (UPenn),IS,MS,F15,Accepted,Website,5-Apr-15,1430712000,3.6,165,164,4,True,,American,4/5/15,1430712000,Absurd amount of stress followed by relief. So happy :D,46,5.6
329,329,"University Of Tennessee, Knoxville",ECE,MS,F15,Wait listed,Other,5-Apr-15,1430712000,3.8,144,165,3.5,True,,International,4/5/15,1430712000,"Application us in ""In Review - Program"" , am not sure when they will let us know decision.",11,1.6
330,330,University Of Southern California (USC),CS,MS,F15,Rejected,Website,5-Mar-15,1430625600,,,,,,,,4/5/15,1430712000,"0 Papers, 3 years relevant experience in robotics industry",50,5.7
331,331,University Of Southern California (USC),CS,MS,F15,Rejected,Website,5-Apr-15,1430712000,,,,,,,American,4/5/15,1430712000,"Rejected after a long wait.  It's ok because I am going to UCI, still stings tho",50,5.7
334,334,"Texas A&M University, College Station (TAMU)",ECE,PhD,F15,Accepted,Website,27-04-2015,1430107200,3.65,159,165,3.5,True,,International,4/5/15,1430712000,TOEFL: 109; MS GPA: 4,38,3.1
337,337,Stevens Institute Of Technology (SIT),CS,MS,F15,Accepted,Website,2-Apr-15,1423026000,,,,,,,American,4/5/15,1430712000,,10,1.5
338,338,"University Of California, Davis (UCD)",CS,MS,F15,Rejected,Website,5-Mar-15,1430625600,,,,,,,International,3/5/15,1430625600,Reason: No space in the program. Wonder if they actually bothered to review the profile. Waste of money applying to such universities.,28,2.9
340,340,"University Of California, Davis (UCD)",CS,MS,F15,Rejected,E-mail,5-Mar-15,1430625600,,,,,,,International,3/5/15,1430625600,no additional space is the reason,28,2.9
341,341,"University Of California, Davis (UCD)",CS,PhD,F15,Rejected,Website,5-Mar-15,1430625600,,,,,,,International,3/5/15,1430625600,reason:,,
342,342,Arizona State University (ASU),CS,PhD,F15,Accepted,E-mail,5-Feb-15,1430539200,3.51,153,167,3.5,True,,International,2/5/15,1430539200,"TOEFL 104, Good recommendations, two years research, no paper, GPA of Master = 3.91. Received RA as well as a Doctoral Fellowship.",26,2.3
344,344,University Of Central Florida (UCF),CS,PhD,F15,Accepted,E-mail,5-Feb-15,1430539200,3.51,153,167,3.5,True,,International,2/5/15,1430539200,"TOEFL 104, Good recommendations, two years research, no paper, GPA of Master = 3.91",24,2
345,345,"University Of Illinois, Chicago (UIC)",CS,PhD,F15,Accepted,E-mail,5-Feb-15,1430539200,3.51,153,167,3.5,True,,International,2/5/15,1430539200,"TOEFL 104, Good recommendations, two years research, no paper, GPA of Master = 3.91",33,2.8
346,346,Ohio State University (OSU),CS,PhD,F15,Rejected,E-mail,5-Feb-15,1430539200,3.51,153,167,3.5,True,,International,2/5/15,1430539200,"TOEFL 104, Good recommendations, two years research, no paper, GPA of Master = 3.91",35,3.4
347,347,Oregon State University,CS,PhD,F15,Rejected,E-mail,5-Feb-15,1430539200,3.51,153,157,3.5,True,,International,2/5/15,1430539200,"TOEFL 104, Good recommendations, two years research, no paper, GPA of Master = 3.91",30,2.8
348,348,Virginia Tech,CS,PhD,F15,Rejected,E-mail,5-Feb-15,1430539200,3.51,153,167,3.5,True,,International,2/5/15,1430539200,"TOEFL 104, Good recommendations, two years research, no paper, GPA of Master = 3.91",39,2.4
349,349,"University Of Colorado, Boulder",CS,PhD,F15,Rejected,E-mail,25-03-2015,1427256000,3.44,159,156,3,True,,American,2/5/15,1430539200,"Good recommendations, no publications, no advisor match found. Admitted to unfunded Masters",47,3
350,350,University Of Houston,CS,PhD,F15,Accepted,Website,5-Feb-15,1430539200,3.47,145,161,3,True,,International,2/5/15,1430539200,Got admission with TA offer + full tuition + Health insurance,13,1.5
351,351,"University Of California, Riverside (UCR)",CS,PhD,F15,Accepted,E-mail,17-02-2015,1424149200,3.44,159,156,3,True,,American,2/5/15,1430539200,"Good recommendations, no publications. Admitted with fellowship",36,2.8
352,352,"University Of California, Davis (UCD)",CS,PhD,F15,Accepted,E-mail,18-04-2015,1429329600,3.44,159,156,3,True,,American,2/5/15,1430539200,"Good recommendations, no publications, perfect research fit. But no funding.",28,2.9
353,353,"University Of California, Irvine (UCI)",CS,PhD,F15,Rejected,E-mail,5-Feb-15,1430539200,3.44,159,156,3.5,True,,American,2/5/15,1430539200,,55,4.3
354,354,Northeastern University,CS,PhD,F15,Rejected,E-mail,5-Feb-15,1430539200,3,150,167,3,True,,International,2/5/15,1430539200,3 years of research as well as 1 conference paper on robotics. I was really shocked!,55,4.7
356,356,"University Of Minnesota, Twin Cities (UMN)",CS,MS,F15,Accepted,Website,5-Feb-15,1430539200,3.67,154,164,3,True,,International,2/5/15,1430539200,,37,3.1
357,357,"University Of California, Irvine (UCI)",CS,PhD,F15,Rejected,Website,5-Feb-15,1430539200,,,,,,,International,2/5/15,1430539200,,55,4.3
358,358,"University Of California, Irvine (UCI)",CS,PhD,F15,Rejected,Website,5-Jan-15,1430452800,3.8,157,170,4,True,,International,2/5/15,1430539200,I applied on last day. Don't think they have seen my application. Have 5 no.(1st authored) IEEE Int publication. 3 strong reco.,55,4.3
361,361,Northeastern University,CS,PhD,F15,Rejected,Website,5-Jan-15,1430452800,,,,,,,International,2/5/15,1430539200,To the NEU poster below : I talked with two Profs and with one it went really good and we started discussing project ideas and all that. Its a shame that it took them soo many months for sending out a reject!!,,
362,362,Northeastern University,CS,PhD,F15,Rejected,Website,5-Jan-15,1430452800,2.7,153,160,3,True,,International,1/5/15,1430452800,I have talked to one of the Professors! I can't believe it! after 5 month this is what I've got :(,55,4.7
366,366,Rutgers University,CS,MS,F15,Rejected,Other,5-Jan-15,1430452800,3.5,151,161,4,True,,American,1/5/15,1430452800,May the force be with you.,43,3.6
367,367,Rutgers University,CS,MS,F15,Rejected,E-mail,5-Jan-15,1430452800,,,,,,,International,1/5/15,1430452800,Expected!,43,3.6
368,368,Northeastern University,CS,PhD,F15,Rejected,Website,5-Jan-15,1430452800,,,,,,,International,1/5/15,1430452800,Happened to see a NE result posted here and checked my app portal where a reject was sitting waiting to be read!! this could have happened sooner..why such a long time,55,4.7
371,371,Northeastern University,CS,PhD,F15,Rejected,Website,5-Jan-15,1430452800,1.93,160,163,3,True,,International,1/5/15,1430452800,,55,4.7
372,372,Rutgers University,CS,MS,F15,Rejected,E-mail,5-Jan-15,1430452800,,157,165,4,True,,International,1/5/15,1430452800,7th reject! my self-confidence is becoming lesser by the day :(,43,3.6
373,373,University Of Pennsylvania (UPenn),IS,MS,F15,Accepted,E-mail,5-Jan-15,1430452800,3.3,164,166,5.5,True,,American,1/5/15,1430452800,Finally! So excited to get in.,46,5.6
374,374,Rutgers University,CS,MS,F15,Rejected,E-mail,5-Jan-15,1430452800,,,,,,,,1/5/15,1430452800,"Weird because I got into a couple of top 10 programs, was going to reject anyway.",43,3.6
375,375,Rutgers University,CS,MS,F15,Rejected,E-mail,5-Jan-15,1430452800,3.4,150,163,2.5,True,,International,1/5/15,1430452800,9th reject :(,43,3.6
377,377,"University Of California, Davis (UCD)",CS,MS,F15,Rejected,Website,5-Jan-15,1430452800,,,,,,,International,1/5/15,1430452800,,28,2.9
378,378,"University Of California, Irvine (UCI)",CS,PhD,F15,Rejected,Website,30-04-2015,1430366400,3.65,159,165,3.5,True,,International,1/5/15,1430452800,,55,4.3
379,379,"University Of California, Los Angeles (UCLA)",ECE,PhD,F15,Rejected,Website,29-04-2015,1430280000,,,,,,,International,1/5/15,1430452800,,37,5
380,380,Rutgers University,CS,PhD,F15,Rejected,Website,5-Jan-15,1430452800,,,,,,,International,1/5/15,1430452800,"""Your application has been reviewed, and the Committee has denied admission.""",43,3.6
381,381,New York University (NYU),CS,MS,F15,Accepted,E-mail,5-Jan-15,1430452800,,,,,,,International,1/5/15,1430452800,,46,4.3
382,382,North Caroline State University (NCSU),ECE,PhD,F15,Rejected,E-mail,30-04-2015,1430366400,3.89,158,168,4,True,,International,1/5/15,1430452800,Email to check website.,30,2.3
385,385,"University Of California, Santa Barbara (UCSB)",ECE,PhD,F15,Rejected,E-mail,5-Jan-15,1430452800,,,,,,,International,1/5/15,1430452800,"It used to be my dream school. In fact, I had applied to UCSB when I was an undergrad student. Luckily, I am admitted to another institution, which turned out to be my favorite school surpassing UCSB. Good luck everyone else for your studies.",25,3.5
389,389,"University Of California, Irvine (UCI)",CS,MS,F15,Rejected,E-mail,30-04-2015,1430366400,,159,166,3.5,True,,International,30-04-2015,1430366400,,55,4.3
393,393,"University Of California, Davis (UCD)",CS,MS,F15,Rejected,E-mail,30-04-2015,1430366400,3.4,157,168,3,True,,International,30-04-2015,1430366400,Got mail with decision letter.,28,2.9
394,394,University Of Pennsylvania (UPenn),IS,MS,F15,Rejected,Website,29-04-2015,1430280000,3.73,156,158,5.5,True,,American,30-04-2015,1430366400,Employer was offering to pay all tuition and fees,46,5.6
398,398,"University Of California, Davis (UCD)",CS,MS,F15,Rejected,E-mail,30-04-2015,1430366400,,,,,,,International,30-04-2015,1430366400,,28,2.9
400,400,"University Of California, Davis (UCD)",CS,MS,F15,Rejected,E-mail,30-04-2015,1430366400,,167,170,4,True,,International,30-04-2015,1430366400,"Rejects from 4 UCs - UCLA, UCSB, UCI and now UCD.Rejection from all Californian universities I applied to. Stanford also rejected me and USC most probably will. Feeling sad",28,2.9
